wai_gi,age,wgt,hgt,sex,y_hat,a,b,chunk
82.2,26,82.5,175.0,0,75.4843743489939,143.24708098520932,-41.09611543753414,1.0
75.0,22,72.8,170.2,0,66.97509608766782,125.15966154283726,-34.773636139451945,1.0
72.6,38,67.3,179.9,0,69.15948464899913,139.02228228334138,-60.063553331780625,1.0
78.7,23,67.8,170.5,0,70.3852265644424,119.87866316550236,-36.35425596397249,1.0
64.2,46,46.2,154.4,0,50.3900277242996,121.72701259756957,-72.70851192794495,1.0
85.0,22,83.0,176.5,0,78.63062082780996,138.62620740504124,-34.773636139451945,1.0
83.6,31,73.2,170.0,0,74.50265827614263,137.5700077295743,-48.99921456013683,1.0
75.7,19,67.9,161.3,0,63.64059081672752,114.72968974760083,-30.03177666589032,1.0
81.8,22,72.9,170.0,0,72.90852256728263,125.29168650227064,-34.773636139451945,1.0
72.1,39,59.8,157.5,0,58.76390385351437,130.44065992017218,-61.64417315630118,1.0
80.0,19,69.1,160.7,0,67.18221197076846,116.31398926080129,-30.031776665890312,1.0
70.5,38,62.0,165.0,0,60.6792934374746,132.02495943337266,-60.06355333178065,1.0
69.0,37,52.7,156.0,0,55.35196808988832,118.42638861173525,-58.482933507260086,1.0
81.0,19,74.3,160.0,0,67.75681900386007,123.17928715133667,-30.031776665890327,1.0
71.0,25,62.0,163.0,0,60.233469151372105,114.8617147070342,-39.51549561301358,1.0
73.6,20,73.1,165.7,0,63.735773296786334,122.91523723246993,-31.612396490410866,1.0
65.4,44,55.7,167.6,0,57.31780728472617,131.62888455507252,-69.54727227890388,1.0
59.4,46,50.0,163.5,0,50.18231007891514,126.74396105603773,-72.70851192794498,1.0
64.6,52,55.7,164.0,0,55.009750955818305,142.19088130974234,-82.19223087506822,1.0
63.0,48,45.9,155.0,0,49.59386251329535,123.97143690793689,-75.86975157698606,1.0
68.5,30,69.4,170.0,0,61.12963094070585,131.2328096767724,-47.418594735616296,1.0
69.0,24,64.8,170.3,0,61.705742379507086,117.2381639768349,-37.93487578849303,1.0
78.0,23,71.6,164.1,0,66.92163766537104,124.89561162397052,-36.3542559639725,1.0
65.0,45,49.0,154.5,0,51.14296447183223,124.1034618673703,-71.12789210342444,1.0
71.5,20,69.2,173.2,0,65.20834740606321,117.76626381456838,-31.61239649041086,1.0
67.2,28,58.2,169.0,0,59.53399082613626,113.80551503156721,-44.257355086575195,1.0
69.5,45,58.6,166.2,0,60.32684634457942,136.77785797297406,-71.12789210342444,1.0
66.0,24,66.8,179.8,0,63.26988839513979,119.87866316550236,-37.93487578849303,1.0
78.0,31,73.2,151.1,0,61.14547922026307,137.5700077295743,-48.99921456013683,1.0
75.0,20,69.0,168.9,0,66.39748024315705,117.50221389570166,-31.612396490410866,1.0
68.6,32,58.4,173.2,0,62.64001765289987,119.35056332776884,-50.57983438465737,1.0
68.0,19,70.6,178.0,0,64.2413745091659,118.29436365230188,-30.031776665890327,1.0
76.0,22,72.0,163.0,0,64.66162389820548,124.10346186737027,-34.773636139451945,1.0
68.7,26,63.4,169.4,0,61.040165202343445,118.03031373343512,-41.09611543753411,1.0
65.2,25,63.0,167.6,0,57.14068109485282,116.18196430136791,-39.51549561301357,1.0
72.7,27,60.2,161.3,0,60.983697968627496,115.12576462590096,-42.676735262054656,1.0
67.5,36,58.8,157.5,0,54.69000148642766,125.15966154283726,-56.90231368273956,1.0
68.0,28,62.0,172.7,0,61.88647914308339,118.82246349003537,-44.25735508657521,1.0
90.1,32,67.2,156.5,0,74.26094106172158,130.96875975790564,-50.57983438465737,1.0
71.5,28,60.5,168.9,0,63.29777192037366,116.84208909853479,-44.257355086575195,1.0
64.3,32,57.8,167.6,0,56.343613240422826,118.55841357116864,-50.57983438465737,1.0
70.5,28,59.2,162.1,0,59.390765784335144,115.12576462590094,-44.2573550865752,1.0
62.0,36,52.7,173.4,0,56.88371736315841,117.10613901740153,-56.902313682739546,1.0
70.5,32,56.0,157.5,0,57.34689433452769,116.1819643013679,-50.57983438465736,1.0
79.2,40,63.6,161.3,0,66.74029913951088,136.77785797297403,-63.22479298082171,1.0
71.1,40,63.2,162.6,0,60.1443042941516,136.24975813524057,-63.2247929808217,1.0
74.7,42,59.5,160.0,0,62.17734402285003,134.00533382487325,-66.3860326298628,1.0
62.9,40,56.8,168.9,0,55.681345755820274,127.80016073150469,-63.22479298082171,1.0
70.6,44,64.1,165.1,0,60.81228852045055,142.7189811474758,-69.54727227890388,1.0
74.2,28,72.3,165.1,0,64.0005599381706,132.42103431167274,-44.25735508657521,1.0
65.5,37,55.0,166.4,0,56.87318652319132,121.46296267870284,-58.48293350726008,1.0
67.7,40,55.9,160.0,0,55.97792737728332,126.61193609660435,-63.22479298082172,1.0
72.9,45,60.4,152.4,0,57.20637722300384,139.1543072427748,-71.12789210342446,1.0
72.1,35,69.1,170.2,0,64.40676633450445,137.4379827701409,-55.321693858219014,1.0
75.5,24,69.5,172.7,0,68.52871126333346,123.44333707020343,-37.93487578849304,1.0
71.6,27,61.4,162.6,0,60.58711976883493,116.7100641391014,-42.67673526205468,1.0
75.5,32,65.9,167.6,0,66.26267987332957,129.25243528527182,-50.579834384657374,1.0
67.9,21,66.8,175.2,0,62.90871574912904,115.91791438250118,-33.193016314931405,1.0
71.2,32,56.6,172.1,0,64.45390625282101,116.97411405796814,-50.57983438465737,1.0
69.3,35,58.6,162.6,0,58.55016858529157,123.5753620296368,-55.321693858219,1.0
75.6,41,55.9,160.0,0,62.97441187728003,127.9321856909381,-64.80541280534226,1.0
63.8,40,59.1,165.1,0,54.789998064757185,130.83673479847226,-63.22479298082171,1.0
63.8,41,58.2,165.1,0,54.789998064757185,130.96875975790567,-64.80541280534226,1.0
76.3,53,54.1,154.9,0,61.32832215183282,141.3987315531421,-83.77285069958877,1.0
78.0,24,75.9,172.7,0,70.74278863675013,131.89293447393925,-37.934875788493024,1.0
62.5,34,55.0,167.6,0,54.7494775315628,117.50221389570163,-53.74107403369845,1.0
77.5,32,65.5,165.1,0,66.9231420710806,128.72433544753832,-50.579834384657374,1.0
70.0,24,65.5,175.3,0,64.81297273083837,118.16233869286853,-37.93487578849304,1.0
68.3,31,58.6,163.8,0,58.197721492396425,118.29436365230188,-48.999214560136835,1.0
77.9,34,63.6,167.6,0,68.38819415180959,128.85636040697167,-53.741074033698446,1.0
68.3,36,55.2,165.1,0,58.7753373369072,120.40676300323587,-56.902313682739546,1.0
72.0,32,62.7,165.1,0,62.052171849563905,125.02763658340389,-50.57983438465736,1.0
62.7,39,56.6,168.9,0,55.504219565946954,126.21586121830425,-61.64417315630119,1.0
58.0,37,53.9,162.6,0,48.54253885744816,120.01068812493571,-58.4829335072601,1.0
85.4,24,73.6,176.5,0,78.98487320755663,128.8563604069717,-37.93487578849304,1.0
67.3,33,62.0,168.9,0,59.57812193303363,125.42371146170402,-52.16045420917792,1.0
70.8,42,63.6,175.3,0,65.5214774903317,139.41835716164152,-66.38603262986283,1.0
67.4,34,53.2,159.4,0,55.44564616423756,115.12576462590094,-53.74107403369847,1.0
66.0,37,53.4,160.0,0,54.47235476335996,119.35056332776884,-58.48293350726007,1.0
63.6,39,55.0,170.2,0,56.878903264887725,124.1034618673703,-61.64417315630118,1.0
73.6,36,54.5,167.6,0,64.57998106953289,119.48258828720222,-56.90231368273953,1.0
80.3,36,63.6,157.5,0,66.02607763832111,131.49685959563917,-56.90231368273956,1.0
65.0,45,54.5,162.6,0,54.74195550301488,131.36483463620579,-71.12789210342446,1.0
83.4,26,80.9,165.1,0,72.148364672344,141.13468163427535,-41.096115437534124,1.0
72.2,21,70.5,172.7,0,65.60612913042343,120.80283788153596,-33.193016314931405,1.0
70.1,33,60.9,165.1,0,60.36947304576722,123.97143690793692,-52.160454209177914,1.0
69.8,25,63.6,170.2,0,62.3698151509611,116.97411405796817,-39.51549561301358,1.0
76.4,35,70.5,161.3,0,64.26053248128417,139.28633220220814,-55.32169385821899,1.0
70.2,27,62.7,167.6,0,61.568835841686194,118.42638861173526,-42.67673526205467,1.0
75.8,25,66.4,162.6,0,64.30676975617496,120.67081292210257,-39.515495613013556,1.0
67.4,29,63.0,168.9,0,59.66668502797032,121.46296267870282,-45.83797491109574,1.0
78.3,26,73.6,170.2,0,69.89767822057786,131.49685959563914,-41.09611543753411,1.0
62.4,32,57.7,175.2,0,58.03774552761232,118.42638861173523,-50.57983438465737,1.0
65.6,32,55.4,160.0,0,54.11810238361329,115.38981454476769,-50.57983438465738,1.0
62.5,32,55.5,174.0,0,57.593124766077494,115.52183950420104,-50.57983438465737,1.0
71.3,28,64.5,167.6,0,62.54302988598954,122.1230874758697,-44.2573550865752,1.0
79.4,28,72.3,167.6,0,69.7166405758596,132.42103431167274,-44.25735508657521,1.0
72.3,25,61.4,167.6,0,63.428660835356226,114.06956495043396,-39.515495613013556,1.0
67.4,38,58.2,154.9,0,53.446206702469425,127.00801097490447,-60.06355333178063,1.0
67.0,25,63.6,175.3,0,62.15607988273834,116.97411405796817,-39.51549561301358,1.0
69.5,37,53.4,171.4,0,62.63730972262263,119.35056332776884,-58.48293350726007,1.0
69.7,19,73.6,174.0,0,63.96966760151756,122.25511243530306,-30.031776665890312,1.0
72.0,32,61.4,162.6,0,60.94137214858159,123.31131211077002,-50.57983438465737,1.0
66.9,34,57.3,169.5,0,59.490461481522715,120.5387879626692,-53.741074033698446,1.0
68.8,34,64.1,160.0,0,56.95212142158667,129.51648520413855,-53.741074033698474,1.0
63.7,24,63.6,175.3,0,59.2334977498283,115.65386446363443,-37.934875788493045,1.0
71.2,22,67.3,169.5,0,63.29867456379941,117.89828877400177,-34.77363613945193,1.0
77.9,30,68.2,172.7,0,70.65422554181347,129.64851016357196,-47.4185947356163,1.0
69.6,32,61.4,162.6,0,58.81585787010158,123.31131211077002,-50.57983438465737,1.0
69.9,29,71.8,176.5,0,65.25759349237319,133.0811591088396,-45.837974911095735,1.0
72.2,33,66.4,174.0,0,66.18374497493423,131.23280967677243,-52.16045420917793,1.0
80.4,38,67.3,163.8,0,68.91385597973317,139.02228228334138,-60.063553331780625,1.0
