phone_brand,phone_model,price_usd,storage,ram,y_hat,a,b,chunk
oneplus,OnePlus 11,595.0,256,12,387.43425741451256,853.941650385643,-856.6164438275642,7.0
oneplus,OnePlus 11,553.91,256,16,437.2846155955054,812.7096146461058,-797.4595200008844,7.0
oneplus,OnePlus 9 Pro,550.0,256,8,311.4934055663289,808.7860989551447,-791.8303262271603,7.0
oppo,Oppo Find X3 Pro,620.0,256,12,395.010774334942,879.0280678470308,-892.6087313833443,7.0
realme,Realme 12 Pro,540.0,256,8,308.462798798157,798.7515319705894,-777.4334112048482,7.0
samsung,Samsung Galaxy S23 Ultra,635.5,256,12,399.70821482560825,894.5816466730913,-914.9239496679281,7.0
samsung,Samsung Galaxy S23 FE,599.99,256,8,326.6434088004196,858.9488993109359,-863.800504423698,7.0
samsung,Samsung Galaxy S21 Ultra 5G,342.64,512,12,310.9538650129293,857.5942327680209,-493.2958963244986,7.0
sony,Sony Xperia 5 IV,629.95,256,8,335.72310667786223,889.0124619966631,-906.9336618305448,7.0
sony,Sony Xperia 5 III,550.0,256,8,311.4934055663289,808.7860989551447,-791.8303262271603,7.0
xiaomi,Xiaomi Poco F6,364.89,512,12,317.69696507211154,879.9211443086562,-525.3290322491429,7.0
xiaomi,Xiaomi Redmi Note 13 Pro+,329.05,512,12,306.83527041498394,843.9572562360106,-473.7304888091767,7.0
xiaomi,Xiaomi Poco X6 Pro,321.99,512,12,304.69566203665465,836.8728519449145,-463.56626680342436,7.0
apple,Apple iPhone 11 Pro,319.64,512,4,179.37722666331294,834.514728703544,-460.182991773181,7.0
apple,Apple iPhone 11 Pro Max,362.87,512,4,192.47853972211956,877.8941617777759,-522.4208554146358,7.0
apple,Apple iPhone 14,582.75,256,6,290.2670820363861,841.6493058295628,-838.980222925232,7.0
apple,Apple iPhone 13 Pro,550.17,256,6,280.39336518568234,808.9566865938821,-792.0750737825394,7.0
asus,Asus Zenfone 8,716.07,128,8,361.8226921653577,846.9876954653464,-1030.9198940026959,7.0
google,Google Pixel 8 Pro,580.7,256,12,383.100489736027,839.592219597729,-836.0288553456583,7.0
google,Google Pixel 6 Pro,335.7,512,12,308.8506239158181,850.6302432807395,-483.304437299014,7.0
honor,Honor 90,335.72,512,12,308.85668512935456,850.6503124147089,-483.33323112905873,7.0
honor,Honor 200,572.6,256,12,380.6456982538077,831.4642203402394,-824.3673541775855,7.0
huawei,Huawei nova 9,609.21,256,8,329.43762824067403,868.200770070696,-877.07446007427,7.0
huawei,Huawei P50 Pro,581.99,256,8,321.18831661771037,840.8866787387366,-837.8860573835365,7.0
motorola,Motorola Razr 40 Ultra,627.36,256,12,397.2413009163164,886.4135091476636,-903.2048608397661,7.0
motorola,Motorola Razr 40,549.59,256,8,311.36915068883377,808.3746817087781,-791.2400527112457,7.0
motorola,Motorola Edge 50 Pro,635.13,256,12,399.5960823751859,894.2103676946628,-914.3912638121025,7.0
oneplus,OnePlus Nord 3,543.11,256,16,434.0115602858798,801.8722823027862,-781.9108517767871,7.0
oneplus,OnePlus 11,590.65,256,12,386.1159434703578,849.5766137473614,-850.3537857928586,7.0
realme,Realme 12+,586.83,256,8,322.6551302935055,845.7434091592613,-844.8541642543355,7.0
realme,Realme GT2 Pro,552.53,256,12,374.563270470087,811.3248444022373,-795.4727457278053,7.0
realme,Realme GT Neo2,571.96,256,8,318.14861802923406,830.8220080532278,-823.4459516161573,7.0
samsung,Samsung Galaxy Z Flip4,330.53,512,8,244.9806788252627,845.4423721497245,-475.86123223247876,7.0
samsung,Samsung Galaxy A55,622.21,256,12,395.680538430708,881.2457071506175,-895.7904496032753,7.0
samsung,Samsung Galaxy S21 Ultra 5G,330.52,512,12,307.2807696099052,845.4323375827402,-475.84683531745657,7.0
samsung,Samsung Galaxy A72,602.73,256,6,296.3222343591933,861.698370664704,-867.7452591398117,7.0
xiaomi,Xiaomi 12X,548.44,256,8,311.0206309104941,807.2207065055544,-789.5844074836799,7.0
xiaomi,Xiaomi Poco F6,361.68,512,12,316.7241402995285,876.700048306614,-520.7076225269807,7.0
xiaomi,Xiaomi Redmi Note 13 Pro 4G,318.87,512,12,303.750112724985,833.7420670457334,-459.0744293164631,7.0
xiaomi,Xiaomi 13T,545.69,256,12,372.4903354406574,804.4612005848015,-785.625255852544,7.0
xiaomi,Xiaomi Redmi Note 13 Pro,330.52,512,12,307.2807696099052,845.4323375827402,-475.84683531745657,7.0
zte,ZTE nubia Flip,579.39,256,8,320.4003588579857,838.2776913227525,-834.1428594777354,7.0
vivo,vivo X100,584.79,256,16,446.6431292956198,843.696357494412,-841.9171935897837,7.0
xiaomi,Xiaomi Poco X6 Pro,342.77,512,12,310.9932629009156,857.7246821388202,-493.48305621978864,7.0
