phone_brand,phone_model,price_usd,storage,ram,y_hat,a,b,chunk
motorola,Motorola ThinkPhone,775.0,256,8,379.6820578501939,1034.5638561076357,-1115.7609142291806,9.0
oneplus,OnePlus 10 Pro,750.0,256,12,434.40866232117514,1009.4774386462475,-1079.7686266734004,9.0
oneplus,OnePlus 8,897.0,128,8,416.65546042188976,1028.5431159169025,-1291.4032775013866,9.0
oppo,Oppo Reno12,539.0,512,12,370.46285951275047,1054.6329900767457,-775.993719702617,9.0
samsung,Samsung Galaxy S10+,485.99,512,8,292.0944916432612,1001.4397504916188,-699.675673169341,9.0
samsung,Samsung Galaxy S22+ 5G,829.99,256,8,396.34736446837064,1089.743939955704,-1194.9295499368739,9.0
samsung,Samsung Galaxy S22 Ultra 5G,829.0,256,12,458.3504557897322,1088.7505178242332,-1193.504255349665,9.0
samsung,Samsung Galaxy S24+,569.95,512,12,379.84258746024216,1085.6899748939443,-820.5521716966729,9.0
samsung,Samsung Galaxy S23,759.99,256,8,375.1331170911682,1019.5019710638182,-1094.15114478069,9.0
samsung,Samsung Galaxy S23 Ultra,759.99,256,12,437.4362384825788,1019.5019710638182,-1094.15114478069,9.0
samsung,Samsung Galaxy A72,789.99,256,6,353.0733766999781,1049.6056720174838,-1137.3418898476264,9.0
sony,Sony Xperia 5 V,749.0,256,8,371.80248025294736,1008.473981947792,-1078.3289351711692,9.0
xiaomi,Xiaomi 13T Pro,539.99,512,12,370.7628895827995,1055.6264122082168,-777.419014289826,9.0
apple,Apple iPhone 12 Pro Max,546.85,512,6,279.3872037386494,1062.510125159622,-787.2952979951324,9.0
apple,Apple iPhone 14 Pro Max,810.09,256,6,359.1648963040034,1069.7751516564397,-1166.2796890424734,9.0
apple,Apple iPhone 15,740.78,256,6,338.1597607938048,1000.2255678864879,-1066.4946710228287,9.0
apple,Apple iPhone 15 Plus,824.33,256,6,363.48048034188,1084.0643750424463,-1186.7808960342456,9.0
apple,Apple iPhone 13,484.78,512,4,229.42466683290175,1000.2255678864876,-697.9336464516414,9.0
asus,Asus Zenfone 9,822.85,256,16,518.7897540187173,1082.579259128732,-1184.6501526109435,9.0
honor,Honor Magic5 Pro,777.07,256,12,442.6125148426162,1036.6410114734385,-1118.7410756387992,9.0
motorola,Motorola ThinkPhone,815.18,256,8,391.85903584470816,1074.8827462515783,-1173.60771878883,9.0
motorola,Motorola Edge 50 Neo,518.47,512,12,364.2410238176939,1034.032024057454,-746.4368531618106,9.0
nothing,Nothing Phone (2),741.43,256,12,431.811432320852,1000.8778147404838,-1067.430470499279,9.0
oneplus,OnePlus Nord 4,556.07,512,16,437.9392266574305,1071.7619959193814,-800.5692536457036,9.0
oneplus,OnePlus 11,744.47,256,16,495.0358581697868,1003.9283231037887,-1071.8071326660618,9.0
oppo,Oppo Find N2 Flip,518.48,512,16,426.5471758158727,1034.0420586244386,-746.4512500768328,9.0
samsung,Samsung Galaxy S9+,972.14,64,6,408.27587898222714,1039.7216235376968,-1399.581696979039,9.0
samsung,Samsung Galaxy S22 Ultra 5G,531.44,512,12,368.17172079601266,1047.0468574364222,-765.1096519457493,9.0
samsung,Samsung Galaxy Z Fold3 5G,490.94,512,12,355.89776338491697,1006.4068611489737,-706.8021461053856,9.0
samsung,Samsung Galaxy S23+,547.0,512,8,310.5842235358773,1062.6606436643897,-787.5112517204667,9.0
samsung,Samsung Galaxy S23 Ultra,829.5,256,12,458.50198612814086,1089.2522461734613,-1194.2241011007811,9.0
samsung,Samsung Galaxy Z Flip5,552.83,512,8,312.3510672817215,1068.5107962163854,-795.9046531784745,9.0
xiaomi,Xiaomi Poco F6 Pro,501.43,512,12,359.07686988472915,1016.9331219157723,-721.9045099637909,9.0
xiaomi,Xiaomi Redmi Note 13 Pro+,541.75,512,8,308.99315498258716,1057.3924959974984,-779.9528713337528,9.0
zte,ZTE nubia Z60 Ultra,758.26,256,12,436.9119435116851,1017.7659909754902,-1091.6604784818303,9.0
honor,Honor Magic5 Pro,759.0,256,12,437.13620841252975,1018.5085489323474,-1092.7258501934812,9.0
huawei,Huawei Mate 50 Pro,486.39,512,8,292.2157159139881,1001.8411331710013,-700.2515497702339,9.0
vivo,vivo X100 Pro,759.99,256,16,499.73935987398943,1019.5019710638182,-1094.15114478069,9.0
xiaomi,Xiaomi Redmi Note 13,755.0,256,8,373.6208443138504,1014.4947221385253,-1086.9670841845561,9.0
