phone_brand,phone_model,price_usd,storage,ram,y_hat,a,b,chunk
oneplus,OnePlus 12R,499.99,256,16,420.9435839015231,758.6032294653844,-719.8313542005778,6.0
oneplus,OnePlus 8,499.95,256,12,358.6283400830397,758.5630911974462,-719.7737665404885,6.0
oppo,Oppo Reno7,530.0,256,8,305.43219202998523,788.7169649860344,-763.0364961825363,6.0
realme,Realme 12 Pro+,534.98,256,8,306.9414342005348,793.714179344343,-770.2061598636477,6.0
realme,Realme GT Neo 3,655.0,128,8,343.3147766321325,785.706594890668,-942.9979339614364,6.0
samsung,Samsung Galaxy S20 FE 5G,479.97,256,8,290.27006636882186,738.5140263623051,-691.0087303259094,6.0
samsung,Samsung Galaxy S22 5G,449.99,256,8,281.1843072778428,708.4303945426087,-647.846779089018,6.0
samsung,Samsung Galaxy S21 FE 5G,499.0,256,8,296.0373110486528,757.6098073339135,-718.406059613369,6.0
samsung,Samsung Galaxy Note10+,278.0,512,12,291.36402286346697,792.7307917798565,-400.23423762027375,6.0
samsung,Samsung Galaxy S10,259.0,512,8,223.3027486125299,773.6651145092017,-372.8800990778809,6.0
samsung,Samsung Galaxy A73 5G,599.0,128,8,326.34337873037055,729.5130197771591,-862.375209836489,6.0
samsung,Samsung Galaxy Z Flip4,235.0,512,8,216.0292923689176,749.5821537462693,-338.3275030243322,6.0
samsung,Samsung Galaxy S24,469.98,256,8,287.2424902074182,728.4894939447345,-676.6262122186197,6.0
samsung,Samsung Galaxy S23 FE,499.99,256,8,296.3373411187017,758.6032294653844,-719.8313542005778,6.0
xiaomi,Xiaomi Redmi Note 13 Pro 4G,262.5,512,12,286.6665823728007,777.1772129537958,-377.91901933569017,6.0
xiaomi,Xiaomi Poco F5 Pro,490.04,256,12,355.62500877578145,748.6188353157522,-705.5064237533777,6.0
xiaomi,Xiaomi 13T,529.0,256,12,367.4322527445787,787.713508287579,-761.5968046803051,6.0
xiaomi,Xiaomi Redmi Note 13 Pro,275.7,512,12,290.6669833067874,790.4228413734088,-396.9229471651421,6.0
xiaomi,Xiaomi Poco X6,252.99,512,12,283.78447533626934,767.6343397514838,-364.22755314947153,6.0
xiaomi,Xiaomi Poco M6 Pro,187.5,512,12,263.93703161151234,701.9179605696324,-269.94215666835015,6.0
apple,Apple iPhone XS Max,256.14,512,4,160.1328736854221,770.7952283516188,-368.7625813814998,6.0
apple,Apple iPhone 12 Pro Max,492.52,256,6,262.92191716717207,751.1074079279216,-709.0768586789108,6.0
apple,Apple iPhone XS,269.6,512,4,164.21207039538135,784.3017555128303,-388.14082900153176,6.0
apple,Apple iPhone 14 Plus,505.52,256,6,266.8617059657954,764.1523450078436,-727.7928482079166,6.0
apple,Apple iPhone 13,451.08,256,4,219.2115220241629,709.5241623439252,-649.4160428264499,6.0
google,Google Pixel 8,452.37,256,8,281.90559168866776,710.8186214849329,-651.2732448643283,6.0
nothing,Nothing Phone (2a) Plus,515.87,256,12,363.4530660579692,774.5381218368582,-742.6936552560096,6.0
oneplus,OnePlus Nord 2 5G,480.2,256,12,352.6428917159004,738.7448214029496,-691.3398593714223,6.0
realme,Realme 12 Pro+,480.53,256,8,290.4397803478395,739.07596211344,-691.8149575671587,6.0
samsung,Samsung Galaxy M32,581.99,128,6,290.036755922005,712.4442213364309,-837.8860573835365,6.0
xiaomi,Xiaomi 12 Pro,453.67,256,8,282.29957056853004,712.1231151929251,-653.1448438172288,6.0
xiaomi,Xiaomi 13 Lite,443.84,256,8,279.3204841154171,702.2591358471074,-638.992676350296,6.0
xiaomi,Xiaomi Poco F4 GT,518.47,256,12,364.2410238176939,777.1471092528425,-746.4368531618106,6.0
xiaomi,Xiaomi Poco F5 Pro,504.22,256,12,359.9224091730491,762.8478512998513,-725.9212492550159,6.0
xiaomi,Xiaomi Poco F5,461.42,256,12,346.95141220527387,719.8999046059552,-664.3024529595206,6.0
xiaomi,Xiaomi Poco M6 Pro,232.02,512,12,277.4292929434131,746.5918527848719,-334.0372223476832,6.0
xiaomi,Xiaomi Poco F2 Pro,487.49,256,8,292.549082658487,746.0600207346906,-701.8352104226881,6.0
cubot,Cubot KingKong X,208.79,512,16,332.6923148123607,723.2815536797505,-300.5931887508524,6.0
xiaomi,Xiaomi Redmi Note 13 Pro 4G,200.0,512,12,267.72529007172704,714.4611693003262,-287.9383004462402,6.0
xiaomi,Xiaomi Poco X6,228.0,512,12,276.21098902260803,742.5579568570809,-328.24966250871375,6.0
